idx	X	Y	component
228	421431.1987093124	9710.289558790118	0
229	421432.1640302952	9710.360382522389	0
230	421432.1625150545	9710.359491938547	0
231	421508.576555513	9822.170523129062	0
232	421508.5765421582	9822.170480202227	0
233	421509.3971889791	9822.795265998249	0
234	421508.5764137974	9822.170401060981	0
235	421509.3971395466	9822.795118617667	0
236	421509.3972684828	9822.795395194857	0
237	421513.5967586156	9832.070701858727	0
238	421513.59682995	9832.070852494786	0
239	421514.1566322476	9832.909884286741	0
240	421513.5984302746	9832.073448774001	0
241	421514.1565716314	9832.909801916177	0
242	421514.1566748589	9832.909821422927	0
243	421538.0647518606	9867.997141053174	0
244	421538.064858945	9867.997384645949	0
245	421538.7236777949	9868.756137431163	0
246	421538.0647518615	9867.99714105366	0
247	421538.7236751742	9868.756096418174	0
248	421538.7236402993	9868.756094791797	0
249	421559.8475384349	9895.952959049529	0
250	421559.8477845472	9895.953162861264	0
251	421560.3448047119	9896.826285312636	0
252	421559.8475283397	9895.953117549305	0
253	421560.3447185719	9896.825964013651	0
254	421560.3448249973	9896.8263065466	0
255	421675.6540027676	10074.99831729268	0
256	421675.653890143	10074.99826389475	0
257	421676.1241446753	10075.88286792106	0
258	421675.6540027685	10074.99831729322	0
259	421676.1255624688	10075.88319566467	0
260	421676.1257199696	10075.88404044675	0
261	421700.2749560032	10112.32841697289	0
262	421700.2749814562	10112.32831186488	0
263	421700.9123624847	10113.13507460967	0
264	421700.2750742331	10112.32844877867	0
265	421700.9127812856	10113.13534785152	0
266	421700.9125186363	10113.13528029318	0
267	421701.9614198486	10114.8909832039	0
268	421701.9608861945	10114.89116170956	0
269	421702.5053732352	10115.75357150639	0
270	421701.961313248	10114.89096677015	0
271	421702.5057101625	10115.7518117216	0
272	421702.5058106923	10115.75172027115	0
273	421703.0185653864	10116.63244510473	0
274	421703.0190051937	10116.63237517353	0
275	421703.4149298365	10117.4805192069	0
276	421703.0193547561	10116.63889243141	0
277	421703.3936834898	10117.48382321347	0
278	421703.415062542	10117.48050849264	0
279	421909.6862742017	10261.18465238605	0
280	421909.6859139643	10261.18482021795	0
281	421910.4389830778	10261.87527268321	0
282	421909.6865311642	10261.18484642272	0
283	421910.4387933669	10261.87509074375	0
284	421910.4391930656	10261.87543953561	0
285	421912.0701801254	10263.09255479677	0
286	421912.0702179233	10263.09258799656	0
287	421912.9439672916	10263.61559188908	0
288	421912.0702204945	10263.09238444377	0
289	421912.9443263906	10263.61568718628	0
290	421912.9445944914	10263.61585552816	0
291	421940.434008168	10281.44523460003	0
292	421940.4346677369	10281.44556795747	0
293	421941.2631154095	10282.02416298595	0
294	421940.435879943	10281.44670687032	0
295	421941.2649728493	10282.02289847698	0
296	421941.2647947446	10282.02279254659	0
297	421950.1386374554	10293.27905061393	0
298	421950.1389396536	10293.27916138859	0
299	421950.5219362895	10294.21850828253	0
300	421950.1387326972	10293.27896365431	0
301	421950.5219720214	10294.21855411011	0
302	421950.5218975651	10294.21848013655	0
303	421968.1346974559	10313.90175404394	0
304	421968.1339938055	10313.90181822111	0
305	421968.6099379472	10314.79784634933	0
306	421968.1347924114	10313.90190579333	0
307	421968.6132079207	10314.79507981996	0
308	421968.609724066	10314.79797507222	0
309	421969.2806687373	10315.5683792315	0
310	421968.6098431785	10314.79778481564	0
311	421969.2817805706	10315.56885594995	0
312	421969.2818163277	10315.56879976314	0
313	422017.9305561534	10384.26081825235	0
314	422017.9303379373	10384.26068397266	0
315	422018.2559944568	10385.22367752077	0
316	422017.9306808141	10384.26087805778	0
317	422018.2560529483	10385.22371860527	0
318	422018.2559971451	10385.22367597321	0
319	422065.2375396335	10446.41475855756	0
320	422065.2361477395	10446.41621128983	0
321	422066.0758914439	10446.98266624759	0
322	422065.2380212652	10446.41506102737	0
323	422066.0774058356	10446.98317022024	0
324	422066.0770107581	10446.98301523548	0
325	422081.7194951852	10468.1556122192	0
326	422081.7191174284	10468.15596281146	0
327	422082.28422929	10468.98003932343	0
328	422081.7194899236	10468.15568148786	0
329	422082.2843764647	10468.98001510429	0
330	422082.2842254725	10468.97993177227	0
331	422118.0696221336	10504.9090673961	0
332	422118.0696560649	10504.90902553874	0
333	422118.9083845046	10505.49777981816	0
334	422118.0704256066	10504.90904580938	0
335	422118.9083761395	10505.49777628467	0
336	422118.9083005388	10505.49783692305	0
337	422120.0851222179	10507.15875883815	0
338	422120.084736204	10507.15855206686	0
339	422120.5772279016	10508.0422872169	0
340	422120.0854725069	10507.15894294657	0
341	422120.5779974543	10508.04203830917	0
342	422120.5779479509	10508.04194278335	0
343	422140.5396816467	10544.79453024275	0
344	422140.5385142615	10544.79589248334	0
345	422141.3237718781	10545.41557731165	0
346	422140.5397395823	10544.79445197205	0
347	422141.331275769	10545.41480867138	0
348	422141.3314338621	10545.4149488758	0
